delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
ecom express,fragile items,van,two day,central,rainy,113.4,41.14,5,16,no,delivered,5,690.42
blue dart,groceries,van,same day,north,cold,225.3,19.66,7,8,no,delivered,5,1285.48
amazon logistics,electronics,ev van,standard,west,stormy,18.0,46.15,7,24,no,delivered,5,228.45
dhl,cosmetics,ev bike,standard,east,foggy,230.8,4.69,8,24,no,delivered,3,1168.07
amazon logistics,electronics,ev van,two day,east,rainy,46.1,26.08,8,16,no,delivered,5,308.74
ecom express,electronics,truck,standard,west,stormy,6.9,44.71,4,24,no,delivered,4,168.63
blue dart,automobile parts,scooter,same day,east,hot,297.1,25.45,6,8,no,delivered,3,1632.7206
dhl,pharmacy,van,same day,north,clear,61.3,40.45,3,8,no,delivered,5,527.85
ekart,pharmacy,truck,same day,east,foggy,269.6,23.08,11,8,yes,delayed,2,1517.24
ekart,fragile items,truck,two day,central,hot,151.6,20.35,6,16,no,delivered,3,819.05
shadowfax,automobile parts,ev van,express,north,stormy,50.1,29.94,8,3,yes,delayed,3,390.32
dhl,automobile parts,ev van,same day,north,clear,156.8,45.38,5,8,no,delivered,5,1020.14
shadowfax,clothing,bike,standard,west,cold,59.0,45.0,2,24,no,delivered,5,430.0
xpressbees,documents,ev bike,express,north,rainy,23.5,36.19,3,2,yes,delayed,3,276.07
blue dart,cosmetics,scooter,express,central,cold,92.6,26.77,3,3,no,delivered,5,593.31
delhivery,electronics,truck,two day,east,rainy,145.8,24.78,8,16,no,delivered,4,803.34
xpressbees,documents,ev van,express,west,hot,200.0,21.22,6,6,yes,delayed,3,1113.66
blue dart,furniture,ev van,express,west,rainy,102.8,46.86,9,4,yes,delayed,3,704.58
blue dart,groceries,van,express,central,foggy,88.7,37.96,6,3,yes,failed,1,607.38
shadowfax,clothing,bike,same day,central,foggy,133.7,13.46,8,8,yes,delayed,3,808.88
ekart,automobile parts,ev van,same day,central,foggy,134.7,45.29,5,8,no,delivered,5,909.37
blue dart,furniture,ev van,two day,west,hot,248.4,4.02,6,16,no,delivered,4,1254.06
ekart,groceries,van,express,south,stormy,32.2,6.13,5,2,yes,delayed,3,229.39
fedex,pharmacy,bike,same day,south,clear,27.7,32.43,1,8,no,delivered,5,335.79
amazon logistics,cosmetics,truck,express,south,hot,155.9,25.01,6,5,yes,delayed,3,904.53
ecom express,furniture,ev bike,same day,central,clear,176.2,16.46,5,8,no,delivered,4,1030.38
xpressbees,fragile items,van,standard,east,hot,89.2,23.49,3,24,no,delivered,4,516.47
ecom express,documents,bike,standard,north,hot,65.1,23.98,1,24,no,delivered,4,397.44
fedex,fragile items,van,two day,north,rainy,258.1,34.44,8,16,no,delivered,4,1393.82
dhl,fragile items,truck,same day,east,rainy,63.7,10.43,6,8,no,delivered,3,449.79
amazon logistics,electronics,ev van,two day,north,foggy,194.7,36.31,6,16,no,delivered,5,1082.43
ekart,cosmetics,ev bike,same day,west,hot,212.1,30.36,8,8,yes,delayed,3,1251.58
amazon logistics,clothing,ev bike,express,north,hot,175.3,0.67,5,5,no,delivered,4,928.33
ecom express,furniture,van,two day,west,stormy,120.5,25.46,8,16,no,delivered,4,678.88
dhl,automobile parts,ev van,standard,east,clear,247.0,4.16,7,24,no,delivered,4,1247.48
shadowfax,clothing,scooter,standard,west,cold,131.4,24.74,3,24,no,delivered,4,731.22
amazon logistics,pharmacy,scooter,standard,east,clear,27.5,14.93,1,24,no,delivered,4,182.29
amazon logistics,cosmetics,ev van,same day,south,stormy,3.6,26.2,6,8,no,delivered,4,195.6
blue dart,furniture,ev van,same day,north,hot,276.4,19.81,8,8,yes,failed,2,1541.43
ecom express,electronics,ev bike,same day,east,hot,248.3,20.87,6,8,no,delivered,5,1404.11
fedex,electronics,ev bike,two day,north,cold,264.4,18.86,7,16,no,delivered,4,1378.58
delhivery,furniture,ev van,standard,central,clear,77.2,38.96,4,24,no,delivered,5,502.88
blue dart,electronics,bike,two day,west,rainy,80.8,19.59,9,16,no,delivered,5,462.77
xpressbees,electronics,ev bike,express,central,rainy,178.4,22.64,13,5,yes,delayed,2,1009.92
dhl,automobile parts,van,two day,east,cold,269.1,38.13,6,16,no,delivered,4,1459.89
delhivery,furniture,truck,standard,central,cold,267.4,32.44,7,24,no,delivered,5,1434.32
fedex,furniture,scooter,two day,west,cold,98.2,9.19,3,16,no,delivered,5,518.57
shadowfax,electronics,van,same day,central,hot,260.1,39.81,7,8,no,delivered,5,1519.93
delhivery,fragile items,scooter,express,south,clear,116.9,32.75,5,4,yes,delayed,3,732.75
dhl,furniture,truck,two day,west,foggy,54.8,25.87,4,16,no,delivered,3,351.61
fedex,clothing,ev van,express,east,clear,47.0,28.95,1,2,no,delivered,5,371.85
amazon logistics,cosmetics,bike,express,west,clear,175.4,29.28,3,5,no,delivered,4,1014.84
shadowfax,documents,ev van,express,south,foggy,23.3,23.91,4,2,yes,delayed,2,238.23
delhivery,furniture,truck,express,south,hot,168.7,8.59,5,5,yes,delayed,2,919.27
shadowfax,pharmacy,bike,express,central,hot,7.2,21.64,0,2,no,delivered,4,150.92
ecom express,documents,truck,same day,east,stormy,69.0,8.68,9,8,yes,delayed,2,471.04
delhivery,fragile items,bike,standard,central,foggy,266.0,43.99,8,24,no,delivered,4,1461.97
ecom express,cosmetics,ev bike,standard,south,cold,271.6,49.29,8,24,no,delivered,4,1505.87
delhivery,documents,scooter,standard,south,hot,207.2,41.04,5,24,no,delivered,4,1159.12
shadowfax,clothing,bike,express,east,hot,29.4,40.69,2,2,no,delivered,3,319.07
dhl,documents,ev van,standard,north,clear,273.1,8.66,7,24,no,delivered,4,1391.48
xpressbees,furniture,truck,same day,east,clear,79.2,14.52,5,8,no,delivered,5,539.56
amazon logistics,furniture,truck,standard,north,rainy,24.4,18.59,7,24,no,delivered,5,177.77
amazon logistics,groceries,ev bike,two day,north,cold,105.2,26.52,4,16,no,delivered,5,605.56
amazon logistics,electronics,truck,two day,north,hot,49.3,31.85,1,16,no,delivered,5,342.05
amazon logistics,cosmetics,ev bike,two day,south,rainy,212.0,12.72,9,16,no,delivered,5,1098.16
ekart,groceries,truck,same day,west,stormy,98.2,27.99,7,8,no,delivered,4,674.97
fedex,groceries,bike,same day,south,clear,179.7,36.32,5,8,no,delivered,5,1107.46
xpressbees,pharmacy,ev van,express,north,foggy,289.7,11.15,8,7,yes,delayed,2,1531.95
blue dart,fragile items,ev van,standard,central,stormy,133.2,45.15,12,24,no,delivered,4,801.45
shadowfax,electronics,scooter,standard,north,cold,94.9,23.78,4,24,no,delivered,4,545.84
fedex,automobile parts,truck,standard,west,hot,178.4,40.38,4,24,no,delivered,5,1013.14
ecom express,pharmacy,bike,same day,east,clear,183.8,20.31,6,8,no,delivered,4,1079.93
delhivery,furniture,scooter,standard,north,clear,169.8,23.32,3,24,no,delivered,5,918.96
delhivery,electronics,truck,two day,west,foggy,31.9,41.36,1,16,no,delivered,3,283.58
delhivery,cosmetics,van,standard,north,cold,6.6,13.96,2,24,no,delivered,3,95.6674
fedex,cosmetics,ev van,express,north,cold,259.6,7.0,9,7,yes,failed,1,1369.0
fedex,pharmacy,bike,express,north,clear,58.5,47.26,4,3,yes,delayed,2,484.28
shadowfax,fragile items,ev bike,two day,north,cold,12.8,28.14,1,16,no,delivered,4,148.42
ekart,fragile items,truck,same day,south,clear,173.0,16.93,6,8,no,delivered,3,1015.79
ekart,fragile items,ev van,two day,north,foggy,47.0,25.2,3,16,no,delivered,3,310.6
dhl,documents,ev bike,two day,north,clear,287.6,27.06,9,16,no,delivered,5,1519.18
delhivery,cosmetics,ev van,two day,north,foggy,206.2,36.35,7,16,no,delivered,3,1140.05
xpressbees,electronics,ev bike,standard,south,hot,297.1,43.22,10,24,no,delivered,4,1624.66
delhivery,pharmacy,scooter,same day,north,clear,245.3,16.04,6,8,no,delivered,4,1374.62
xpressbees,clothing,van,same day,south,cold,96.3,23.8,3,8,no,delivered,4,652.9
fedex,documents,ev bike,express,west,rainy,206.3,5.28,11,6,yes,delayed,2,1097.34
ecom express,cosmetics,ev van,standard,north,hot,129.1,39.9,6,24,no,delivered,4,765.2
xpressbees,groceries,ev van,standard,central,clear,71.7,19.36,3,24,no,delivered,5,416.58
fedex,fragile items,truck,express,east,rainy,163.9,13.64,5,5,yes,failed,1,910.42
xpressbees,electronics,bike,same day,south,stormy,280.6,34.99,15,8,yes,delayed,3,1607.97
blue dart,automobile parts,van,standard,north,clear,3.6,33.39,0,24,no,delivered,3,118.17
blue dart,cosmetics,truck,two day,north,cold,276.9,0.67,6,16,no,delivered,3,1385.76
fedex,groceries,ev bike,express,west,hot,76.9,41.02,2,3,no,delivered,5,557.56
amazon logistics,electronics,scooter,same day,north,clear,26.4,15.37,2,8,no,delivered,5,278.11
amazon logistics,electronics,van,standard,east,rainy,297.1,38.39,8,24,no,delivered,5,1606.67
dhl,groceries,ev bike,standard,north,cold,33.6,22.99,2,24,no,delivered,4,236.97
ekart,pharmacy,ev van,same day,east,hot,290.6,13.0,6,8,no,delivered,5,1592.0
ecom express,furniture,scooter,standard,central,foggy,181.0,46.22,5,24,no,delivered,4,1043.66
shadowfax,documents,scooter,same day,central,rainy,256.7,18.18,11,8,yes,failed,2,1438.04
blue dart,pharmacy,van,express,east,clear,190.6,47.11,9,5,yes,delayed,2,1144.33
ekart,pharmacy,truck,standard,south,cold,11.2,42.27,1,24,no,delivered,5,182.81
amazon logistics,groceries,ev bike,two day,south,clear,228.2,20.34,6,16,no,delivered,4,1202.02
ecom express,documents,ev bike,express,south,clear,220.4,37.56,4,6,no,delivered,4,1264.68
ecom express,groceries,truck,standard,south,foggy,52.3,35.41,4,24,no,delivered,5,367.73
delhivery,cosmetics,ev van,standard,west,foggy,27.7,7.83,3,24,no,delivered,5,161.99
amazon logistics,pharmacy,bike,express,north,rainy,114.9,25.76,8,4,yes,delayed,3,701.78
blue dart,clothing,truck,express,central,rainy,8.2,25.15,4,2,yes,delayed,3,166.45
amazon logistics,automobile parts,scooter,same day,north,hot,3.6,10.09,1,8,no,delivered,5,139.27
amazon logistics,clothing,truck,express,west,stormy,250.2,41.9,12,7,yes,failed,1,1426.7
dhl,cosmetics,ev van,standard,west,rainy,245.4,16.21,8,24,no,delivered,3,1275.63
blue dart,electronics,ev van,express,west,foggy,140.1,48.68,8,4,yes,delayed,2,896.54
xpressbees,documents,ev van,standard,west,hot,136.3,19.48,5,24,no,delivered,4,739.94
delhivery,pharmacy,van,same day,east,cold,112.8,2.9,4,8,no,delivered,3,672.7
shadowfax,fragile items,ev bike,standard,north,rainy,45.3,29.58,3,24,no,delivered,3,315.24
ekart,pharmacy,van,two day,west,rainy,193.7,39.46,11,16,no,delivered,4,1086.88
dhl,electronics,bike,same day,south,stormy,100.3,30.73,8,8,yes,failed,2,693.69
amazon logistics,automobile parts,scooter,express,south,foggy,88.3,3.14,5,3,yes,delayed,2,500.92
ecom express,documents,ev bike,express,central,stormy,24.7,40.01,7,2,yes,delayed,2,293.53
dhl,groceries,bike,standard,north,foggy,163.2,37.13,6,24,no,delivered,5,927.39
ekart,electronics,truck,standard,east,hot,294.1,10.23,13,24,no,delivered,3,1501.19
amazon logistics,cosmetics,van,same day,south,clear,276.1,37.64,5,8,no,delivered,3,1593.42
dhl,furniture,van,same day,north,stormy,57.4,2.67,6,8,no,delivered,5,395.01
blue dart,clothing,ev bike,standard,central,cold,139.8,36.59,6,24,no,delivered,5,808.77
ecom express,pharmacy,scooter,same day,west,stormy,141.7,18.6,8,8,yes,delayed,3,864.3
ecom express,clothing,scooter,two day,east,rainy,110.9,27.3,6,16,no,delivered,5,636.4
ekart,furniture,bike,same day,central,cold,74.4,17.06,4,8,no,delivered,5,523.18
blue dart,pharmacy,bike,two day,south,clear,223.3,24.72,6,16,no,delivered,4,1190.66
blue dart,fragile items,bike,same day,south,cold,113.6,36.77,4,8,no,delivered,5,778.31
shadowfax,cosmetics,bike,two day,north,stormy,235.4,1.66,9,16,no,delivered,5,1181.98
ekart,pharmacy,truck,same day,west,cold,23.3,45.02,2,8,no,delivered,5,351.56
shadowfax,electronics,scooter,two day,central,clear,269.2,23.19,6,16,no,delivered,3,1415.57
xpressbees,documents,van,two day,central,rainy,227.5,22.62,10,16,no,delivered,3,1205.36
delhivery,pharmacy,ev bike,express,north,hot,99.9,20.99,2,4,no,delivered,4,612.47
amazon logistics,furniture,truck,standard,south,hot,217.4,48.57,6,24,no,delivered,4,1232.71
delhivery,furniture,bike,express,central,stormy,174.6,37.57,8,5,yes,delayed,3,1035.71
blue dart,cosmetics,truck,standard,central,stormy,82.4,42.11,8,24,no,delivered,4,538.33
xpressbees,automobile parts,truck,two day,south,cold,106.6,15.83,4,16,no,delivered,4,580.49
shadowfax,furniture,truck,same day,east,cold,171.1,46.08,4,8,no,delivered,4,1093.74
ecom express,clothing,ev van,two day,east,rainy,151.3,26.46,9,16,no,delivered,5,835.88
shadowfax,groceries,truck,express,north,stormy,67.2,47.49,7,3,yes,delayed,3,528.47
dhl,documents,ev bike,same day,south,stormy,255.5,9.74,11,8,yes,delayed,2,1406.72
xpressbees,furniture,truck,standard,west,rainy,282.6,46.17,10,24,no,delivered,5,1551.51
xpressbees,pharmacy,truck,express,west,rainy,203.2,4.66,8,6,yes,delayed,3,1079.98
xpressbees,furniture,bike,standard,north,rainy,182.3,23.23,9,24,no,delivered,5,981.19
dhl,pharmacy,ev van,express,east,hot,216.3,6.87,5,6,no,delivered,3,1152.11
ecom express,documents,bike,two day,south,foggy,67.5,39.48,5,16,no,delivered,5,455.94
ekart,clothing,ev van,same day,west,stormy,83.2,11.61,8,8,yes,delayed,3,550.83
dhl,fragile items,truck,two day,west,stormy,7.0,19.11,5,16,no,delivered,3,95.6674
ekart,groceries,van,two day,west,clear,18.6,12.64,1,16,no,delivered,5,130.92
ekart,clothing,van,standard,east,foggy,84.6,44.85,4,24,no,delivered,4,557.55
blue dart,automobile parts,bike,express,south,foggy,38.8,40.44,2,2,yes,delayed,3,365.32
shadowfax,electronics,van,express,north,cold,117.1,28.27,4,4,yes,delayed,3,720.31
xpressbees,groceries,bike,standard,west,clear,89.8,38.32,3,24,no,delivered,4,563.96
dhl,cosmetics,van,standard,central,cold,254.7,11.36,6,24,no,delivered,5,1307.58
ecom express,groceries,bike,standard,east,cold,297.1,29.3,6,24,no,delivered,4,1573.9
fedex,fragile items,bike,standard,north,hot,79.3,22.1,2,24,no,delivered,4,462.8
fedex,groceries,ev bike,same day,east,cold,56.2,19.53,1,8,no,delivered,4,439.59
delhivery,pharmacy,scooter,express,north,foggy,74.7,24.82,4,3,yes,delayed,2,497.96
ecom express,groceries,van,same day,central,rainy,23.3,8.64,4,8,no,delivered,4,242.42
blue dart,furniture,truck,express,west,hot,160.6,7.0,6,5,yes,delayed,2,874.0
blue dart,furniture,truck,standard,central,clear,252.7,34.27,7,24,no,delivered,5,1366.31
ecom express,automobile parts,truck,same day,west,cold,96.3,16.75,4,8,no,delivered,4,631.75
fedex,cosmetics,van,standard,central,stormy,227.9,2.05,9,24,no,delivered,5,1145.65
delhivery,groceries,truck,two day,east,stormy,275.6,29.76,13,16,no,delivered,4,1467.28
dhl,groceries,truck,express,central,stormy,6.2,19.14,3,2,yes,delayed,2,138.42
shadowfax,groceries,bike,standard,east,stormy,175.9,9.88,8,24,no,delivered,5,909.14
delhivery,cosmetics,ev van,standard,south,cold,82.3,45.0,4,24,no,delivered,5,546.5
xpressbees,pharmacy,ev bike,express,central,rainy,183.2,34.42,8,5,yes,failed,1,1069.26
xpressbees,furniture,van,express,south,foggy,13.8,48.33,2,2,yes,delayed,2,263.99
delhivery,groceries,van,same day,south,foggy,4.3,48.8,4,8,no,delivered,4,267.9
shadowfax,groceries,ev bike,express,east,rainy,26.3,1.98,5,2,yes,delayed,3,187.44
ekart,furniture,truck,express,east,hot,232.2,44.63,5,6,no,delivered,5,1344.89
xpressbees,fragile items,ev bike,two day,east,foggy,111.6,27.67,4,16,no,delivered,3,641.01
dhl,automobile parts,van,standard,west,cold,258.3,16.44,6,24,no,delivered,4,1340.82
blue dart,electronics,van,same day,east,rainy,72.6,48.83,3,8,no,delivered,3,609.49
fedex,documents,van,standard,central,hot,75.6,49.52,2,24,no,delivered,5,527.43
dhl,cosmetics,scooter,express,central,hot,45.8,27.04,1,2,no,delivered,4,360.12
dhl,clothing,ev bike,same day,west,foggy,266.8,17.06,8,8,yes,delayed,3,1485.18
amazon logistics,pharmacy,ev bike,standard,south,stormy,227.7,15.71,11,24,no,delivered,3,1185.63
shadowfax,groceries,bike,standard,north,hot,15.4,27.07,2,24,no,delivered,5,158.21
fedex,clothing,bike,two day,north,rainy,234.2,29.11,11,16,no,delivered,4,1258.33
ekart,furniture,bike,standard,west,foggy,237.8,22.66,6,24,no,delivered,4,1256.98
shadowfax,furniture,scooter,standard,north,foggy,25.2,27.37,2,24,no,delivered,4,208.11
delhivery,cosmetics,bike,same day,west,foggy,34.9,17.32,5,8,no,delivered,5,326.46
amazon logistics,fragile items,truck,express,east,foggy,201.2,42.32,8,6,yes,delayed,3,1182.96
delhivery,automobile parts,ev van,express,west,foggy,62.1,27.87,3,3,no,delivered,5,444.11
xpressbees,groceries,ev bike,two day,central,cold,8.0,18.45,0,16,no,delivered,4,95.6674
dhl,cosmetics,ev van,two day,north,hot,215.7,42.45,5,16,no,delivered,4,1205.85
xpressbees,fragile items,bike,standard,east,foggy,210.8,37.68,6,24,no,delivered,5,1167.04
dhl,automobile parts,ev bike,express,central,cold,26.0,36.53,0,2,no,delivered,4,289.59
delhivery,pharmacy,ev bike,two day,south,foggy,51.1,3.99,5,16,no,delivered,4,267.47
ecom express,documents,van,standard,west,rainy,59.6,13.95,5,24,no,delivered,3,339.85
xpressbees,groceries,ev bike,express,west,stormy,202.3,22.31,13,6,yes,delayed,3,1128.43
delhivery,clothing,bike,standard,central,rainy,88.4,5.8,8,24,no,delivered,5,459.4
delhivery,clothing,truck,standard,north,clear,87.8,1.61,4,24,no,delivered,4,443.83
fedex,documents,ev bike,two day,central,stormy,142.5,13.22,9,16,no,delivered,5,752.16
ecom express,furniture,van,same day,north,rainy,85.9,22.96,8,8,yes,delayed,2,598.38
shadowfax,fragile items,scooter,standard,north,cold,191.2,18.5,7,24,no,delivered,4,1011.5
delhivery,documents,bike,express,north,foggy,11.4,43.07,1,2,no,delivered,4,236.21
xpressbees,clothing,scooter,express,west,clear,178.5,38.77,4,5,no,delivered,5,1058.81
dhl,clothing,ev bike,two day,north,stormy,45.2,39.77,8,16,no,delivered,4,345.31
shadowfax,clothing,ev van,express,west,foggy,9.2,8.18,5,2,yes,delayed,2,120.54
dhl,groceries,truck,standard,south,rainy,106.2,43.18,9,24,no,delivered,5,660.54
delhivery,groceries,scooter,two day,west,clear,252.3,48.92,8,16,no,delivered,4,1408.26
delhivery,groceries,scooter,standard,west,rainy,66.5,20.88,7,24,no,delivered,4,395.14
shadowfax,documents,ev van,two day,south,stormy,56.2,25.91,8,16,no,delivered,4,358.73
shadowfax,furniture,truck,express,central,foggy,159.7,21.54,7,5,yes,failed,1,913.12
ekart,pharmacy,ev bike,same day,south,rainy,171.1,10.69,10,8,yes,failed,2,987.57
delhivery,electronics,van,same day,north,stormy,178.0,10.25,9,8,yes,delayed,3,1020.75
xpressbees,automobile parts,ev van,standard,west,foggy,187.6,16.47,5,24,no,delivered,3,987.41
blue dart,documents,van,same day,north,foggy,174.1,18.0,12,8,yes,delayed,3,1024.5
blue dart,clothing,ev bike,standard,south,rainy,45.4,5.03,6,24,no,delivered,4,242.09
fedex,clothing,ev van,same day,east,foggy,153.2,5.66,6,8,no,delivered,4,882.98
xpressbees,furniture,van,standard,central,foggy,64.8,31.2,5,24,no,delivered,4,417.6
ecom express,furniture,ev bike,standard,west,clear,150.0,31.14,5,24,no,delivered,4,843.42
shadowfax,electronics,truck,standard,west,hot,40.1,8.85,1,24,no,delivered,4,227.05
ecom express,furniture,van,same day,east,foggy,171.0,12.45,8,8,yes,delayed,3,992.35
shadowfax,clothing,ev bike,two day,south,clear,234.2,26.51,7,16,no,delivered,4,1250.53
amazon logistics,automobile parts,van,standard,central,rainy,270.6,33.47,10,24,no,delivered,5,1453.41
blue dart,documents,ev bike,same day,north,stormy,258.6,47.28,10,8,yes,delayed,3,1534.84
delhivery,automobile parts,bike,same day,north,stormy,54.7,45.64,5,8,no,delivered,4,510.42
xpressbees,pharmacy,ev van,standard,north,rainy,135.8,15.47,6,24,no,delivered,5,725.41
ecom express,automobile parts,ev van,same day,west,stormy,3.6,14.83,5,8,no,delivered,3,158.49
xpressbees,furniture,ev van,two day,south,hot,114.3,19.14,5,16,no,delivered,5,628.92
dhl,clothing,ev van,two day,north,stormy,160.9,43.99,8,16,no,delivered,5,936.47
